False,"[27, 53]",en,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",351.438,2023-07-26,Talk to Me,7.2,1699
False,[16],en,"A Shrek parody of Michael Jackson's Thriller song and music video, with Donkey singing.",360.224,2011-09-13,Thriller Night,6.9,73
False,"[28, 18, 36]",ko,"After being blinded in a coup against the king, Joseon's greatest swordsman goes into hiding, far removed from his city's anguish. But when traffickers kidnap his daughter, he has no choice but to unsheathe his sword once more.",330.264,2020-09-23,The Swordsman,7.6,191
False,"[18, 37]",en,"In the 1870s, a young Harvard dropout seeks his destiny out West by tying his fate to a team of buffalo hunters led by a man named Miller. Together, they embark on a harrowing journey risking life and sanity.",310.667,2023-10-20,Butcher's Crossing,6.5,14
False,"[28, 12, 878]",en,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",316.493,2023-06-13,The Flash,6.9,3190
False,"[37, 28, 18]",en,"After her stagecoach is ambushed, a woman is  tasked with holding a dangerous outlaw captive and must survive the day when the bandit’s gang tries to free him.",311.3,2023-04-02,Surrounded,6.3,31
False,"[27, 878]",en,"In the nearest future, the Catholic Church learnt how to resurrect people. The whole process is kept secret and follows strict rules: only sinless believers under the age of 65 can be resurrected. The film is set on the computer of Stanley, an on-line church priest who helps those who were brought back to life. He is divorced and his son lives with his ex-wife, so he can chat with him only on-line. Stanley's son was the first person to be resurrected after he died in a car accident that Stanley caused. Soon Stanley learns that there is a huge conspiracy behind the resurrection process.",300.045,2023-04-27,Resurrected,6.2,21
False,"[9648, 53, 80]",en,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",286.45,2023-09-13,A Haunting in Venice,6.8,1023
False,"[28, 35, 18]",fr,"Tired of life on the run, a pro thief decides to retire — but not before one easy last job with her partner in crime and a feisty new getaway driver.",301.756,2023-11-01,Wingwomen,6.2,136
False,"[27, 53]",en,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",416.945,2013-01-03,Texas Chainsaw 3D,5.4,1524
False,"[53, 878, 28]",en,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",302.253,2023-09-29,57 Seconds,5.6,170
False,"[28, 53]",es,"Sayen follows a lead to the picturesque desolation of the Atacama Desert. There, she reluctantly teams up with a young Atacameño girl, Quimal, looking to clear her father’s name and save her town from becoming an arid wasteland due to Acteon’s exploitative water usage.",240.323,2023-10-19,Sayen: Desert Road,6.8,18
False,"[28, 53]",en,"As Israel is rocked by a series of terrorist bombings, a US senator's daughter is killed in one bloody explosion. Now, ex-Mossad agent Etan must lead an elite, covert team of agents and mercenaries to find the man responsible—the elusive “Engineer.” Can they find and destroy the madman before more innocent lives are lost?",297.635,2023-08-18,The Engineer,6.4,31
False,"[18, 10749]",es,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",265.154,2023-06-08,My Fault,8.1,1882
False,[18],en,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries a radical new method to break through his students’ apathy and unlock their curiosity, their potential… and maybe even their genius.",258.37,2023-10-19,Radical,7.7,9
False,"[16, 10751, 10402, 14, 35]",en,"When Branch’s brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",288.02,2023-10-12,Trolls Band Together,6.5,32
False,"[12, 28]",en,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",290.157,2023-06-28,Indiana Jones and the Dial of Destiny,6.7,2011
False,"[16, 28, 14]",en,"In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.",274.482,2023-10-17,Mortal Kombat Legends: Cage Match,7,58
False,"[28, 53]",en,"Having taken control of a maximum security prison, a criminal mastermind faces off against a retired Black Ops agent who had been visiting his incarcerated son.",359.566,2023-04-11,Breakout,3.3,6
False,"[53, 27]",en,A detective tries to track down a masked killer who reappears every Halloween to wreak bloody havoc.,256.172,2019-10-18,Trick,5.9,128
False,"[27, 9648]",en,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",229.565,2023-01-13,Skinamarink,5.7,177
False,"[878, 12, 28]",en,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",230.529,2023-05-03,Guardians of the Galaxy Vol. 3,8,5247
False,"[878, 12, 28]",en,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",240.829,2022-12-14,Avatar: The Way of Water,7.6,10104
False,"[12, 10751, 14, 10749]",en,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",255.474,2023-05-18,The Little Mermaid,6.5,2328
False,"[28, 18, 80, 53]",en,"A quiet, stoic man, lives a monk-like existence in self-imposed exile. When his estranged son is killed in a drug deal gone bad, he is left to look after a granddaughter he never knew existed, and he is forced back into a life he tried to put behind him.",237.465,2023-07-27,The Baker,6.6,15
False,"[80, 18, 36]",en,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",240.21,2023-10-18,Killers of the Flower Moon,7.8,835
False,"[28, 80, 53]",ko,"Grieving the loss of a best friend she couldn't protect, an ex-bodyguard sets out to fulfill her dear friend's last wish: sweet revenge.",202.902,2023-10-05,Ballerina,6.9,283
False,"[16, 28, 878, 12]",en,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",236.956,2023-07-25,Justice League: Warworld,7.3,179
False,"[28, 12, 878]",en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",221.278,2021-12-15,Spider-Man: No Way Home,8,18469
False,"[878, 12, 28]",en,"A father and daughter team of space scavengers race against a band of evil mercenaries to reach a legendary lost freighter called the Deepstar. Along their trek through the universe, they encounter monsters, aliens, robots, and something even worse.",307.597,2023-04-21,Space Wars: Quest for the Deepstar,3.4,7
False,"[16, 35, 878, 10770]",en,"Cartman's deeply disturbing dreams portend the end of the life he knows and loves. Meanwhile, the adults in South Park are wrestling with their own life decisions, as the advent of AI is turning their world upside down.",222.741,2023-10-27,South Park: Joining the Panderverse,8.2,84
False,"[16, 12, 10751]",en,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",245.209,2023-06-15,Carl's Date,7.7,291
False,"[12, 14, 16, 35, 10751, 28]",en,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",224.389,2022-12-07,Puss in Boots: The Last Wish,8.3,6575
False,"[9648, 53, 28, 18]",en,"Unable to process the death of his daughter, Detective Boyd embarks on a hunt for a serial killer who murders according to a brutal tribal ritual: Muti. The only person who can help Boyd is Professor Mackles, an anthropologist who hides an unspeakable secret. The line between sanity and madness thins as Boyd goes deeper into the killer’s world.",216.494,2023-03-09,The Ritual Killer,6.2,182
False,"[878, 9648, 53, 28]",es,"Ian is a teenager who lives with his father on the outskirts by running small scams using Ian's ability to generate visual illusions upon unsuspecting victims. When one of his cons goes awry, his abilities publicly spiral out of control and Ian becomes the target of two rival organizations, each seeking to exploit his powers.",193.529,2023-03-16,Awareness,5.7,90
False,[27],en,"Rumors of demonic possession at a religious convent prompts a church investigation into the strange goings-on among its nuns. A disaffected priest and his neophyte are confronted with temptation, bloodshed and a crisis of faith.",290.721,2021-12-10,Agnes,3.8,28
False,"[28, 12]",ru,"While digging one of the many tunnels for the Moscow metro, Soviet workers unearth ruins of a dungeon. The site is closed, the metro tunnel is diverted, and amidst the bustle no one notices the tunnel workers’ foreman pocketing a little ‘souvenir’ – a book-sized frame made of precious metals featuring an inscription in an unknown language. Decades later, the foreman’s grandson Ilya, who works as a courier, discovers the ancient relic in a pile of old junk. Oblivious to the true value of the family heirloom, he soon learns about it from a mysterious stranger. The relic is the key to the secret location of the priceless ancient library that belonged to Ivan the Terrible. What Ilya doesn’t know is that the search for the lost library has been going on for centuries, and now very powerful people are after him. Ilya and the mysterious stranger decide to try their luck in finding the library.",199.517,2022-10-27,Raiders of the Lost Library,5.6,17
False,"[28, 53]",en,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",207.384,2023-05-25,Kandahar,6.9,702
False,"[35, 10751]",es,"When two friends lose their jobs and find gigs as children's entertainers at a luxury hotel, they sneak in their kids to give them a summer vacation.",233.883,2023-07-06,Summer Vacation,5.4,17
False,"[10749, 9648, 18]",pt,"Babi discovers a betrayal by her long-term partner and decides to embark on a new adventure in life. On this journey, she meets judge Marco and they begin to live a story permeated by a lot of sexual tension.",167.616,2023-10-25,Burning Betrayal,5.8,56
False,[27],en,"A young woman accepts a job on a property with a traumatic history. Upon her arrival, she soon realizes that the nightmares of her childhood are connected to the evil in the house.",198.595,2023-10-01,Oracle,7.3,40
False,"[53, 27]",en,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,191.24,2023-08-09,The Last Voyage of the Demeter,7.2,866
False,"[10751, 16, 14, 35]",en,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",216.107,2023-09-24,Once Upon a Studio,8.5,221
False,"[12, 28, 878]",en,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",187.025,2018-04-25,Avengers: Infinity War,8.3,27913
False,"[28, 878]",zh,"After his wife's death professional bodyguard Lung Wei went overseas to find doctors for his daughter, but instead found a new job as a virtual reality tester.",187.425,2022-10-13,One More Shot,5.4,20
False,"[28, 53, 9648, 878]",en,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,184.93,2023-05-11,Hypnotic,6.5,706
False,"[16, 10751]",en,"Mickey, Minnie, Goofy, Donald and Daisy are trick-or-treating when Donald spies the spookiest mansion he’s ever seen and assumes it has the best treats. After he convinces his friends to risk a visit, the owner, Witch Hazel, casts a spell that turns them into their costumes.",201.422,2023-10-01,Mickey and Friends: Trick or Treats,7.1,16
False,"[18, 10749]",ko,"Jeong-woo who is tired of instant food and living alone decides to order delivery food. However, Ga-yeong, the delivery driver, is unfriendly even if she was late. To criticize Ga-yeong sarcastically, he asks, ""Will you do everything if I give you money?"" Ga-yeong takes the words seriously and attacks Jeong-woo's house. Woo-hyeon is questioning the woman's underwear found at the house of Hyeon-min who came to play at Jeong-woo's house, and learns the situation through Ga-yeong who just came. He said he was better than Jeong-woo. However, Ga-yeong is already full of thoughts of eating both of them.",124.332,2021-01-15,Pretty Young Sister 4,6,4
False,"[18, 14]",en,"By God's order, Abraham was commanded to sacrifice his son Isaac on the mountain of Moriah. While traveling to the place of the sacrifice, alongside Isaac and two servants, Abraham is flooded with vivid memories from the years he and Sarah spent longing for the son they were promised—the son he must now lay upon the altar.",253.634,2023-03-30,His Only Son,6.6,7
False,"[53, 28]",en,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,146.735,2023-08-09,Heart of Stone,6.9,1299
False,"[80, 18, 28]",zh,The Great Arms Robbery,169.321,2022-04-09,The Great Arms Robbery,7.1,24
False,"[35, 10749]",en,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",166.476,2023-06-15,No Hard Feelings,7.1,1685
False,"[16, 35, 28, 878]",en,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",179.888,2023-07-31,Teenage Mutant Ninja Turtles: Mutant Mayhem,7.3,810
False,"[18, 53]",es,Julio returns with his family to Argentina after the downfall of the brutal dictatorship that overpowered long-standing democracy. Things soon take an ugly turn as his brother is kidnapped and Julio becomes the lead negotiator with the criminals.,177.666,2023-10-26,The Rescue: The Weight of the World,7.5,5
False,"[16, 28, 10751]",en,"The Avengers gather to celebrate their latest victory, but their celebration is quickly interrupted by the mysterious disappearance of Black Widow's father, Red Guardian. As the Avengers investigate, they discover that Red Guardian isn't the only one missing when they meet a dangerous new foe quite unlike anything they've ever encountered before.",186.071,2023-10-26,LEGO Marvel Avengers: Code Red,6.6,41
False,"[10751, 14, 878, 10770]",en,"As they enter sophomore year at Monster High, Clawdeen Wolf, Draculaura and Frankie Stein face new students, new powers, and an even bigger threat that could not only tear their friendship apart but could change the world forever.",172.275,2023-10-05,Monster High 2,7.6,35
False,"[16, 18]",fr,"Early 20th century, in the Ughetto family's home village, Ughettera, Northern Italy. Life in the region had become very difficult and the Ughettos dreamed of a better life abroad. Legend has it that Luigi Ughetto crossed the Alps and started a new life in France, thus changing his beloved family's destiny forever. His grandson retraces their story.",187.142,2023-01-25,No Dogs or Italians Allowed,7.7,50
False,"[16, 35, 10751, 14]",en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",166.509,2021-10-13,Encanto,7.6,8725
False,"[16, 28, 878]",ja,"Sometime ago, this world was created by a girl, and was then destroyed by her in order to vent her frustration towards the reality. It was Gridman the Hyper Agent, the humane monster she created, Yuta Hibiki and his friends who saved her heart. Yuta Hibiki had just become a second-year high school student and decided to reveal his feelings to his classmate, Rikka. However, Kaiju suddenly appeared and began to attack the city. Gridman came back from the alternate dimension and told Yuta that worlds of different dimensions which were once in harmony were rapidly losing their balance. When the red dragon Dyan Rex, the Gridman's supporters named “Neon Genesis Junior High Students”, and the residents of an alternative world, Yomogi Asanaka and his friends appeared one by one, Yuta was once again caught up in a great crisis…",174.865,2023-03-24,Gridman Universe,8.8,5
False,"[16, 10751, 28, 14, 10749]",fr,"A life of an ordinary Parisian teenager Marinette goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto the city.",186.669,2023-07-05,"Miraculous: Ladybug & Cat Noir, The Movie",7.8,640
False,"[35, 18]",en,"When a handshake deal goes sour, funeral home owner Jeremiah O'Keefe enlists charismatic, smooth-talking attorney Willie E. Gary to save his family business. Tempers flare and laughter ensues as the unlikely pair bond while exposing corporate corruption and racial injustice.",150.568,2023-10-06,The Burial,7.3,230
False,"[16, 10751, 14, 35]",en,"Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",174.368,2023-06-28,"Ruby Gillman, Teenage Kraken",7.4,743
False,[35],en,"A brilliant but tightly wound, gameshow-obsessed young woman, Anne, and her estranged, train-wreck of a sister Jenny, must work together to help cover their mother’s gambling debts. When Anne’s beloved dog is kidnapped, they set out on a wild, cross-country trek to get the cash the only way they know how: by turning Anne into a bona-fide gameshow champion.",174.922,2023-09-09,Quiz Lady,6.9,59
False,"[80, 53, 28]",en,"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",154.979,2023-09-14,The Kill Room,6.2,37
